test_id,test_name,healthians_parameter_id,is_available,display_order,parameter_key,unit,meaning,lower_range_male,higher_range_male,lower_range_female,higher_range_female,causes_when_high,causes_when_low,effects_when_high,effects_when_low,what_to_do_when_low,what_to_do_when_high,parameter_type,price,original_price,is_most_popular,gender_suitability
85,Blood(Urine),,TRUE,,blood,,"The presence of blood in urine, also known as hematuria, is detected through a urine test and can indicate a range of conditions affecting the urinary tract, kidneys, or bladder. While trace amounts can occasionally appear due to benign causes, any significant or persistent detection of blood in urine warrants medical investigation as it is not a normal finding.",,,,,"Urinary tract infections, kidney stones, bladder or kidney injury, strenuous exercise, certain medications, and in more serious cases bladder or kidney cancer can cause blood to appear in urine, while a normal healthy urinary tract with no infection, injury, or underlying condition will produce urine that is free of blood.","Urinary tract infections, kidney stones, bladder or kidney injury, strenuous exercise, certain medications, and in more serious cases bladder or kidney cancer can cause blood to appear in urine, while a normal healthy urinary tract with no infection, injury, or underlying condition will produce urine that is free of blood.","The presence of blood in urine can indicate active infection, inflammation, injury, or a more serious underlying condition affecting the kidneys or urinary tract that requires prompt evaluation, whereas the absence of blood in urine is the normal and desired finding reflecting a healthy urinary system.","The presence of blood in urine can indicate active infection, inflammation, injury, or a more serious underlying condition affecting the kidneys or urinary tract that requires prompt evaluation, whereas the absence of blood in urine is the normal and desired finding reflecting a healthy urinary system.",No blood in urine is a reassuring and normal finding — maintain good hydration and urinary hygiene to support a healthy urinary tract.,"Consult a doctor promptly as blood in urine should never be ignored — further testing such as urine culture, imaging, or cystoscopy may be needed to identify and treat the underlying cause.",test,,,FALSE,
87,Pus Cells,,TRUE,,pus_cells,,"Pus cells, also known as white blood cells in urine or pyuria, are detected during a urine examination and indicate that the immune system is actively responding to an infection or inflammation somewhere in the urinary tract. Their presence is not normal and even a small number above the acceptable threshold is considered a significant finding that warrants further investigation.",,,,,"Urinary tract infections, kidney infections, sexually transmitted infections, kidney stones causing irritation, and in some cases bladder or kidney inflammation can cause pus cells to appear in urine, while a healthy urinary tract free of infection or inflammation will have negligible or no pus cells present.","Urinary tract infections, kidney infections, sexually transmitted infections, kidney stones causing irritation, and in some cases bladder or kidney inflammation can cause pus cells to appear in urine, while a healthy urinary tract free of infection or inflammation will have negligible or no pus cells present.","Elevated pus cells in urine indicate an active infection or inflammatory response in the urinary tract that if left untreated can progress to more serious kidney or systemic complications, whereas absent or negligible pus cells reflect a healthy urinary tract with no signs of infection or inflammation.","Elevated pus cells in urine indicate an active infection or inflammatory response in the urinary tract that if left untreated can progress to more serious kidney or systemic complications, whereas absent or negligible pus cells reflect a healthy urinary tract with no signs of infection or inflammation.",No or negligible pus cells is a normal and reassuring finding — maintain adequate hydration and good urinary hygiene to support continued urinary tract health.,Consult a doctor promptly for a urine culture to identify the causative organism and receive appropriate antibiotic or anti-inflammatory treatment before the infection spreads or worsens.,test,,,FALSE,
88,Epithelial Cells,,TRUE,,epithelial_cells,,"Epithelial cells are cells that line the urinary tract, bladder, and kidneys, and small numbers are normally shed into the urine as part of routine cell turnover. Their presence in urine is assessed during a microscopic examination, and while a few cells are considered normal, elevated numbers can indicate infection, inflammation, or in some cases kidney disease depending on the type of epithelial cell detected.",,,,,"Urinary tract infections, kidney disease, contamination during sample collection, bladder inflammation, and certain kidney disorders can cause elevated epithelial cells in urine, while a clean and properly collected urine sample from a healthy urinary tract will contain only minimal epithelial cells within the acceptable range.","Urinary tract infections, kidney disease, contamination during sample collection, bladder inflammation, and certain kidney disorders can cause elevated epithelial cells in urine, while a clean and properly collected urine sample from a healthy urinary tract will contain only minimal epithelial cells within the acceptable range.","A significantly elevated epithelial cell count suggests active irritation, infection, or damage along the urinary tract or kidneys that warrants further investigation, whereas a low or normal count reflects healthy cell turnover with no signs of underlying urinary tract pathology.","A significantly elevated epithelial cell count suggests active irritation, infection, or damage along the urinary tract or kidneys that warrants further investigation, whereas a low or normal count reflects healthy cell turnover with no signs of underlying urinary tract pathology.",A low or normal epithelial cell count is a reassuring finding requiring no intervention — maintaining good hydration and urinary hygiene is sufficient to support ongoing urinary tract health.,"Consult a doctor to determine the type of epithelial cells present and identify the underlying cause, as different cell types point to different areas of concern within the urinary tract or kidneys requiring targeted evaluation.",test,,,FALSE,
89,Crystals,,TRUE,,crystals,,"Urine crystals are formed when certain minerals and chemicals in the urine become concentrated and solidify into crystalline structures. While small amounts of some crystal types can be normal depending on diet and hydration, their presence in significant numbers or in certain forms can indicate an increased risk of kidney stone formation, metabolic imbalances, or underlying kidney and liver conditions.",,,,,"Dehydration, high intake of purine-rich foods, excess oxalate or calcium in the diet, urinary tract infections, certain metabolic disorders, and liver disease can promote crystal formation and raise their count in urine, while adequate hydration and a balanced diet typically keep crystal formation minimal or absent.","Dehydration, high intake of purine-rich foods, excess oxalate or calcium in the diet, urinary tract infections, certain metabolic disorders, and liver disease can promote crystal formation and raise their count in urine, while adequate hydration and a balanced diet typically keep crystal formation minimal or absent.","A significant presence of urine crystals indicates an elevated risk of kidney stone formation and may point to an underlying metabolic or dietary imbalance that needs to be addressed, whereas absent or minimal crystals reflect healthy urine composition with a low risk of stone formation.","A significant presence of urine crystals indicates an elevated risk of kidney stone formation and may point to an underlying metabolic or dietary imbalance that needs to be addressed, whereas absent or minimal crystals reflect healthy urine composition with a low risk of stone formation.",Absent or minimal crystals is a normal and positive finding — maintaining adequate hydration and a balanced diet is sufficient to keep urine composition healthy and crystal formation at bay.,"Increase fluid intake significantly to dilute urine concentration, adjust dietary habits based on the type of crystals identified, and consult a doctor to rule out metabolic disorders or an increased risk of kidney stones requiring further management.",test,,,FALSE,
93,Nitrate,,TRUE,,nitrate,,"Nitrites in urine are a chemical byproduct produced when certain bacteria convert nitrates — naturally present in urine from dietary sources — into nitrites. Their presence is a reliable indirect indicator of a bacterial urinary tract infection, as healthy urine does not normally contain nitrites, making this a quick and useful screening marker for detecting bacterial activity in the urinary tract.",,,,,"Bacterial urinary tract infections caused by organisms such as E. coli and other nitrate-reducing bacteria are the primary cause of positive nitrite results, while a healthy infection-free urinary tract, insufficient urine retention time in the bladder, or infections caused by bacteria that do not convert nitrates will produce a negative or absent nitrite result.","Bacterial urinary tract infections caused by organisms such as E. coli and other nitrate-reducing bacteria are the primary cause of positive nitrite results, while a healthy infection-free urinary tract, insufficient urine retention time in the bladder, or infections caused by bacteria that do not convert nitrates will produce a negative or absent nitrite result.","A positive nitrite result strongly suggests an active bacterial infection in the urinary tract that if left untreated can progress to a kidney infection or more serious systemic complications, whereas a negative nitrite result in the absence of other abnormal urine findings is reassuring and reflects a healthy urinary environment.","A positive nitrite result strongly suggests an active bacterial infection in the urinary tract that if left untreated can progress to a kidney infection or more serious systemic complications, whereas a negative nitrite result in the absence of other abnormal urine findings is reassuring and reflects a healthy urinary environment.",A negative nitrite result is a normal and reassuring finding — maintain good hydration and urinary hygiene to support a healthy and infection-free urinary tract.,"Consult a doctor promptly for a urine culture to confirm the infection and identify the causative bacteria, and begin appropriate antibiotic treatment to prevent the infection from spreading to the kidneys.",test,,,FALSE,
94,Urine Ketone,,TRUE,,urine_ketone,,"Urine ketones are chemical compounds produced when the body breaks down fat for energy in the absence of sufficient glucose, and their presence in urine indicates that the body has shifted into a fat-burning metabolic state. While small amounts can appear during fasting or low carbohydrate diets, significantly elevated levels can signal a serious metabolic imbalance particularly in individuals with diabetes, making it an important marker to monitor.",,,,,"Prolonged fasting, strict low carbohydrate or ketogenic diets, uncontrolled diabetes particularly type 1, intense prolonged exercise, and conditions causing poor carbohydrate utilization can raise urine ketone levels, while adequate carbohydrate intake and well-controlled blood sugar keep ketone production minimal and urine ketones absent or negligible.","Prolonged fasting, strict low carbohydrate or ketogenic diets, uncontrolled diabetes particularly type 1, intense prolonged exercise, and conditions causing poor carbohydrate utilization can raise urine ketone levels, while adequate carbohydrate intake and well-controlled blood sugar keep ketone production minimal and urine ketones absent or negligible.","Mildly elevated ketones in a non-diabetic individual following a ketogenic diet are generally not harmful, however significantly elevated ketones particularly in diabetics can indicate diabetic ketoacidosis — a serious and potentially life-threatening condition requiring immediate medical attention, whereas absent ketones reflect normal glucose metabolism with no excessive fat breakdown occurring.","Mildly elevated ketones in a non-diabetic individual following a ketogenic diet are generally not harmful, however significantly elevated ketones particularly in diabetics can indicate diabetic ketoacidosis — a serious and potentially life-threatening condition requiring immediate medical attention, whereas absent ketones reflect normal glucose metabolism with no excessive fat breakdown occurring.",Absent or negligible urine ketones is the normal finding for most individuals — maintaining a balanced diet with adequate carbohydrates and good blood sugar control is sufficient to keep ketone production within a healthy range.,"Diabetic individuals with elevated urine ketones should seek immediate medical attention to rule out diabetic ketoacidosis, while non-diabetic individuals should ensure adequate hydration and carbohydrate intake and consult a doctor if ketones remain persistently elevated without a dietary explanation.",test,,,FALSE,
90,Cast,,TRUE,,cast,,"Urine casts are cylindrical structures formed in the tiny tubules of the kidneys when proteins, cells, or other materials clump together and take the shape of the tubule before being flushed into the urine. Their presence and type provide direct insight into kidney health, with different cast types pointing to specific kidney conditions ranging from mild stress to serious kidney disease.",,,,,"Kidney infections, acute or chronic kidney disease, dehydration, strenuous exercise, autoimmune conditions affecting the kidneys, and certain medications can cause casts to appear in urine, while healthy kidneys with normal tubular function will produce urine that is largely free of pathological casts.","Kidney infections, acute or chronic kidney disease, dehydration, strenuous exercise, autoimmune conditions affecting the kidneys, and certain medications can cause casts to appear in urine, while healthy kidneys with normal tubular function will produce urine that is largely free of pathological casts.","The presence of casts — particularly cellular or granular types — signals active kidney stress, inflammation, or damage that requires prompt medical evaluation, whereas hyaline casts in small numbers can occasionally appear after intense exercise or dehydration and are generally not a cause for concern on their own.","The presence of casts — particularly cellular or granular types — signals active kidney stress, inflammation, or damage that requires prompt medical evaluation, whereas hyaline casts in small numbers can occasionally appear after intense exercise or dehydration and are generally not a cause for concern on their own.",Absent or minimal hyaline casts is a normal finding requiring no intervention — maintaining good hydration and kidney health through a balanced diet and healthy blood pressure is sufficient.,"Consult a doctor promptly for further kidney function testing, as the type of cast present is critical in determining the severity and nature of any underlying kidney condition requiring targeted treatment.",test,,,FALSE,
95,Urine Protein,,TRUE,,urine_protein,,"Urine protein measures the amount of protein present in the urine, which under normal circumstances should be absent or at very low levels as healthy kidneys retain virtually all proteins within the bloodstream. Its presence in significant amounts is a key indicator of kidney dysfunction, as it reflects a breakdown in the kidney's filtering mechanism that is allowing proteins to leak through into the urine.",,,,,"Kidney disease, uncontrolled diabetes, high blood pressure, urinary tract infections, strenuous exercise, fever, dehydration, and certain autoimmune conditions can cause protein to spill into the urine, while healthy kidney function and well-controlled blood pressure and blood sugar keep urine protein absent or within negligible limits.","Kidney disease, uncontrolled diabetes, high blood pressure, urinary tract infections, strenuous exercise, fever, dehydration, and certain autoimmune conditions can cause protein to spill into the urine, while healthy kidney function and well-controlled blood pressure and blood sugar keep urine protein absent or within negligible limits.","Persistently elevated urine protein signals progressive kidney damage that if left unaddressed can accelerate the decline of kidney function and increase the risk of cardiovascular disease over time, whereas absent or minimal urine protein reflects healthy kidney filtration with no signs of significant protein leakage.","Persistently elevated urine protein signals progressive kidney damage that if left unaddressed can accelerate the decline of kidney function and increase the risk of cardiovascular disease over time, whereas absent or minimal urine protein reflects healthy kidney filtration with no signs of significant protein leakage.","Absent or negligible urine protein is a normal and reassuring finding — maintaining healthy blood pressure, blood sugar control, and adequate hydration is sufficient to support continued kidney health.","Consult a doctor promptly for further kidney function evaluation including eGFR and creatinine testing, and address any underlying conditions such as diabetes or high blood pressure that may be driving kidney stress and protein leakage.",test,,,FALSE,
91,Bacteria,,TRUE,,bacteria,,"The presence of bacteria in urine, detected during a microscopic urine examination, indicates that microorganisms have entered the urinary tract and may be causing or have the potential to cause an infection. While urine is normally sterile, small amounts of bacteria can sometimes appear due to sample contamination, making proper sample collection critical for an accurate result.",,,,,"Urinary tract infections, poor genital hygiene, catheter use, kidney infections, sexually transmitted infections, and improper urine sample collection leading to contamination can all cause bacteria to appear in urine, while a properly collected sample from a healthy urinary tract will be free of any significant bacterial presence.","Urinary tract infections, poor genital hygiene, catheter use, kidney infections, sexually transmitted infections, and improper urine sample collection leading to contamination can all cause bacteria to appear in urine, while a properly collected sample from a healthy urinary tract will be free of any significant bacterial presence.","A significant bacterial presence in urine indicates an active or developing urinary tract infection that if left untreated can ascend to the kidneys and cause more serious complications, whereas absent bacteria in a properly collected sample confirms a healthy and infection-free urinary tract.","A significant bacterial presence in urine indicates an active or developing urinary tract infection that if left untreated can ascend to the kidneys and cause more serious complications, whereas absent bacteria in a properly collected sample confirms a healthy and infection-free urinary tract.","No bacteria in urine is a normal and reassuring finding — maintain good hydration, proper genital hygiene, and healthy lifestyle habits to support continued urinary tract health.","Consult a doctor promptly for a urine culture to identify the specific bacteria and receive appropriate antibiotic treatment, while increasing fluid intake to help flush the urinary tract during recovery.",test,,,FALSE,
96,Leucocyte Estrase,,TRUE,,leucocyte_estrase,,"Leucocyte esterase is an enzyme released by white blood cells, and its detection in urine indicates that white blood cells are present in the urinary tract as part of an immune response. It is a reliable and widely used screening marker for urinary tract infections and inflammation, as white blood cells are not normally found in significant amounts in healthy urine.",,,,,"Urinary tract infections, kidney infections, sexually transmitted infections, bladder inflammation, kidney stones causing irritation, and in some cases contamination during sample collection can cause a positive leucocyte esterase result, while a healthy infection-free urinary tract will produce a negative result with no significant white blood cell activity present.","Urinary tract infections, kidney infections, sexually transmitted infections, bladder inflammation, kidney stones causing irritation, and in some cases contamination during sample collection can cause a positive leucocyte esterase result, while a healthy infection-free urinary tract will produce a negative result with no significant white blood cell activity present.","A positive leucocyte esterase result indicates active immune activity in the urinary tract pointing to an infection or inflammation that if left untreated can progress to more serious kidney or systemic complications, whereas a negative result in the absence of other abnormal findings is reassuring and reflects a healthy urinary environment.","A positive leucocyte esterase result indicates active immune activity in the urinary tract pointing to an infection or inflammation that if left untreated can progress to more serious kidney or systemic complications, whereas a negative result in the absence of other abnormal findings is reassuring and reflects a healthy urinary environment.","A negative leucocyte esterase result is a normal and reassuring finding — maintain good hydration, proper genital hygiene, and a healthy lifestyle to support continued urinary tract health.","Consult a doctor promptly for further evaluation including a urine culture to confirm infection and identify the causative organism, and begin appropriate treatment to prevent the condition from worsening or spreading.",test,,,FALSE,
92,Yeast Cells,,TRUE,,yeast_cells,,"Yeast cells in urine are detected during a microscopic urine examination and indicate the presence of a fungal organism — most commonly Candida — in the urinary tract. While yeast is not normally found in urine, its presence can point to a fungal urinary tract infection, genital yeast infection causing contamination during sample collection, or an underlying condition that has compromised the body's natural defenses.",,,,,"Diabetes, prolonged antibiotic use disrupting normal bacterial flora, a weakened immune system, catheter use, and poor genital hygiene can promote yeast overgrowth and cause yeast cells to appear in urine, while a healthy immune system and balanced microbial environment typically prevent yeast from establishing in the urinary tract.","Diabetes, prolonged antibiotic use disrupting normal bacterial flora, a weakened immune system, catheter use, and poor genital hygiene can promote yeast overgrowth and cause yeast cells to appear in urine, while a healthy immune system and balanced microbial environment typically prevent yeast from establishing in the urinary tract.","A significant yeast cell presence indicates an active fungal infection or overgrowth that if left untreated can cause persistent discomfort, recurring infections, and in immunocompromised individuals may spread beyond the urinary tract, whereas absent yeast cells reflect a healthy urinary environment free of fungal activity.","A significant yeast cell presence indicates an active fungal infection or overgrowth that if left untreated can cause persistent discomfort, recurring infections, and in immunocompromised individuals may spread beyond the urinary tract, whereas absent yeast cells reflect a healthy urinary environment free of fungal activity.","Absent yeast cells is a normal and reassuring finding — maintaining good hygiene, a balanced diet low in excess sugar, and a healthy immune system is sufficient to prevent yeast overgrowth.",Consult a doctor for appropriate antifungal treatment and to identify any underlying condition such as uncontrolled diabetes or immune suppression that may be promoting yeast overgrowth in the urinary tract.,test,,,FALSE,
97,Bile Pigments,,TRUE,,ble_pigments,,"Bile pigments in urine — primarily bilirubin — are waste products formed during the breakdown of red blood cells that are normally processed by the liver and excreted through bile into the digestive tract. Their presence in urine is abnormal and serves as a direct indicator of liver dysfunction, bile duct obstruction, or conditions causing excessive red blood cell breakdown, making it a useful early marker for detecting liver and biliary system disorders.",,,,,"Liver disease such as hepatitis or cirrhosis, bile duct obstruction caused by gallstones or tumors, and hemolytic conditions where red blood cells are broken down excessively can cause bile pigments to appear in urine, while healthy liver function and normal bile flow will keep urine completely free of detectable bile pigments.","Liver disease such as hepatitis or cirrhosis, bile duct obstruction caused by gallstones or tumors, and hemolytic conditions where red blood cells are broken down excessively can cause bile pigments to appear in urine, while healthy liver function and normal bile flow will keep urine completely free of detectable bile pigments.","The presence of bile pigments in urine signals that the liver is under significant stress or that bile is not flowing normally, which if left unaddressed can indicate progressive liver damage or a serious biliary obstruction requiring prompt medical attention, whereas absent bile pigments reflect normal liver function and healthy bile processing with no cause for concern.","The presence of bile pigments in urine signals that the liver is under significant stress or that bile is not flowing normally, which if left unaddressed can indicate progressive liver damage or a serious biliary obstruction requiring prompt medical attention, whereas absent bile pigments reflect normal liver function and healthy bile processing with no cause for concern.","Absent bile pigments in urine is the normal and desired finding — maintaining a liver-friendly lifestyle through a balanced diet, adequate hydration, limited alcohol intake, and healthy body weight is sufficient to support ongoing liver health.","Consult a doctor promptly for further liver function testing and imaging to identify the underlying cause, as the presence of bile pigments in urine is always an abnormal finding that requires timely investigation and appropriate medical management.",test,,,FALSE,
98,Transparency,,TRUE,,transparency,,"Urine transparency refers to the clarity or cloudiness of a urine sample and is assessed as part of a routine urine examination. Normal urine is typically clear to slightly hazy, and significant cloudiness or turbidity can indicate the presence of infection, excess minerals, proteins, or other substances that do not normally appear in healthy urine in significant amounts.",,,,,"Urinary tract infections, excess protein, kidney stones, the presence of pus cells, bacteria, yeast, or crystals, and poor hydration can all cause urine to appear cloudy or turbid, while adequate hydration and a healthy urinary tract free of infection or excess mineral concentration will produce clear and transparent urine.","Urinary tract infections, excess protein, kidney stones, the presence of pus cells, bacteria, yeast, or crystals, and poor hydration can all cause urine to appear cloudy or turbid, while adequate hydration and a healthy urinary tract free of infection or excess mineral concentration will produce clear and transparent urine.","Persistently cloudy or turbid urine suggests an underlying condition such as infection, kidney stress, or mineral imbalance that warrants further investigation, whereas clear and transparent urine is the normal and desired finding reflecting good hydration and a healthy urinary tract.","Persistently cloudy or turbid urine suggests an underlying condition such as infection, kidney stress, or mineral imbalance that warrants further investigation, whereas clear and transparent urine is the normal and desired finding reflecting good hydration and a healthy urinary tract.",Clear and transparent urine requires no intervention — maintaining adequate hydration and a balanced diet is sufficient to support healthy urine composition and clarity.,"Increase fluid intake and consult a doctor if cloudiness persists or is accompanied by other abnormal urine findings, as further testing may be needed to identify and treat the underlying cause such as infection or kidney stone formation.",test,,,FALSE,
110,PT INR,,TRUE,,pt_inr,,"PT INR measures how long it takes for blood to clot by evaluating the function of the clotting factors produced by the liver, and expresses the result as a standardized ratio for consistency across different laboratories. It is a critical marker for assessing bleeding risk, monitoring patients on blood-thinning medications like warfarin, and evaluating overall liver function and clotting factor production.",11,18,,,"Liver disease, vitamin K deficiency, blood-thinning medications, and certain clotting factor deficiencies can prolong clotting time and raise the INR, while excessive vitamin K intake, certain medications, or hypercoagulable conditions that accelerate clotting can lower it below the normal range.","Liver disease, vitamin K deficiency, blood-thinning medications, and certain clotting factor deficiencies can prolong clotting time and raise the INR, while excessive vitamin K intake, certain medications, or hypercoagulable conditions that accelerate clotting can lower it below the normal range.","A high INR indicates that blood is taking longer than normal to clot, significantly increasing the risk of uncontrolled bleeding even from minor injuries, whereas a low INR suggests the blood is clotting too quickly, raising the risk of dangerous clot formation in blood vessels that can lead to stroke or thrombosis.","A high INR indicates that blood is taking longer than normal to clot, significantly increasing the risk of uncontrolled bleeding even from minor injuries, whereas a low INR suggests the blood is clotting too quickly, raising the risk of dangerous clot formation in blood vessels that can lead to stroke or thrombosis.","Consult a doctor to evaluate for hypercoagulable conditions or medication interactions, as an abnormally low INR may indicate an increased clotting risk that requires further investigation and appropriate medical management.","Consult a doctor promptly particularly if on blood-thinning medications, as dose adjustment may be needed, and ensure adequate vitamin K intake through dietary sources such as leafy greens under medical guidance.",test,,,FALSE,
111,Post Prandial Sugar,,TRUE,,post_prandial_sugar,mg/dl,"Post prandial blood sugar measures the level of glucose in the blood typically 2 hours after a meal, reflecting how effectively the body processes and clears glucose following food intake. It is an important complement to fasting blood sugar and HbA1c, providing insight into how well insulin is responding to a glucose load and helping identify impaired glucose tolerance that may not be apparent from fasting readings alone.",70,140,70,140,"High refined carbohydrate and sugar intake, insulin resistance, physical inactivity, poor pancreatic function, chronic stress, and disrupted sleep can cause post meal glucose to remain elevated, while excessive insulin response, certain medications, or insufficient carbohydrate intake during the meal can cause levels to drop below normal after eating.","High refined carbohydrate and sugar intake, insulin resistance, physical inactivity, poor pancreatic function, chronic stress, and disrupted sleep can cause post meal glucose to remain elevated, while excessive insulin response, certain medications, or insufficient carbohydrate intake during the meal can cause levels to drop below normal after eating.","Persistently elevated post prandial glucose indicates impaired glucose clearance that over time contributes to blood vessel and nerve damage, increasing the risk of diabetes complications, whereas abnormally low post meal glucose can cause dizziness, shakiness, sweating, and fatigue as the body struggles to maintain stable energy levels after eating.","Persistently elevated post prandial glucose indicates impaired glucose clearance that over time contributes to blood vessel and nerve damage, increasing the risk of diabetes complications, whereas abnormally low post meal glucose can cause dizziness, shakiness, sweating, and fatigue as the body struggles to maintain stable energy levels after eating.","Ensure balanced meals with adequate carbohydrates and avoid skipping meals, and consult a doctor if post meal glucose drops are frequent or severe as this may indicate an exaggerated insulin response requiring further evaluation.","Pair carbohydrates with protein, fiber, and healthy fats to slow glucose absorption, incorporate a short walk after meals, reduce refined carbohydrate portions, and consult a doctor if levels consistently exceed normal post meal thresholds.",test,,,FALSE,
114,CA 72.4,,TRUE,,ca_72.4,,"CA 72-4 is a tumor-associated glycoprotein used primarily as a tumor marker for gastric (stomach) cancer, and is also associated with certain ovarian and colorectal cancers. It is most commonly used alongside other tumor markers to monitor treatment response and detect cancer recurrence rather than as a primary diagnostic tool, as elevated levels can occasionally occur in certain benign conditions as well.",,,,,"Gastric cancer, ovarian cancer, colorectal cancer, pancreatitis, liver disease, and certain benign gastrointestinal conditions can raise CA 72-4 levels, while healthy individuals with no underlying malignancy or significant gastrointestinal condition will typically maintain levels within the normal low range.","Gastric cancer, ovarian cancer, colorectal cancer, pancreatitis, liver disease, and certain benign gastrointestinal conditions can raise CA 72-4 levels, while healthy individuals with no underlying malignancy or significant gastrointestinal condition will typically maintain levels within the normal low range.","Persistently elevated CA 72-4 raises concern for an active malignancy or significant gastrointestinal condition that requires prompt medical investigation, whereas normal or low levels in a monitored patient are generally reassuring and may indicate stable disease or a positive response to treatment.","Persistently elevated CA 72-4 raises concern for an active malignancy or significant gastrointestinal condition that requires prompt medical investigation, whereas normal or low levels in a monitored patient are generally reassuring and may indicate stable disease or a positive response to treatment.",Normal or low CA 72-4 is a reassuring finding — continue routine health monitoring and screening as recommended by your doctor based on individual risk factors and medical history.,"Consult a doctor promptly for further diagnostic evaluation including imaging and additional tumor markers to identify the underlying cause, particularly if accompanied by symptoms such as abdominal discomfort, unexplained weight loss, or changes in digestion.",test,,,FALSE,
112,Electrolyte,,TRUE,,electrolyte,,"Electrolytes are essential minerals — primarily sodium, potassium, chloride, and bicarbonate — that carry an electrical charge and are critical for maintaining fluid balance, nerve signaling, muscle function, and the body's acid-base balance. A serum electrolyte panel measures the levels of these key minerals together, providing a broad and important overview of hydration status, kidney function, and overall metabolic health.",,,,,"Dehydration, excessive fluid intake, kidney dysfunction, hormonal imbalances, certain medications like diuretics, prolonged vomiting or diarrhea, and poor dietary intake can all disrupt electrolyte balance and push individual or multiple electrolyte levels outside the normal range in either direction.","Dehydration, excessive fluid intake, kidney dysfunction, hormonal imbalances, certain medications like diuretics, prolonged vomiting or diarrhea, and poor dietary intake can all disrupt electrolyte balance and push individual or multiple electrolyte levels outside the normal range in either direction.","Electrolyte imbalances can have wide-ranging effects on the body including muscle cramps, weakness, irregular heart rhythms, confusion, and in severe cases life-threatening cardiac or neurological complications, whereas balanced electrolyte levels support healthy nerve conduction, muscle performance, and stable fluid distribution throughout the body.","Electrolyte imbalances can have wide-ranging effects on the body including muscle cramps, weakness, irregular heart rhythms, confusion, and in severe cases life-threatening cardiac or neurological complications, whereas balanced electrolyte levels support healthy nerve conduction, muscle performance, and stable fluid distribution throughout the body.","Replenish depleted electrolytes through dietary sources or oral rehydration solutions depending on the specific deficiency, address any underlying cause such as excessive fluid loss or poor intake, and consult a doctor if levels are significantly low or accompanied by symptoms requiring medical intervention.","Identify and address the specific electrolyte that is elevated, ensure adequate hydration, review current medications with a doctor, and seek medical evaluation if imbalances are significant or persistent as electrolyte disorders can escalate quickly without appropriate management.",test,,,FALSE,
113,CA 19.9,,TRUE,,ca_19.9,U/mL,"CA 19-9 is a protein that exists on the surface of certain cancer cells and is shed into the bloodstream, making it a useful tumor marker primarily associated with pancreatic, bile duct, and gastrointestinal cancers. It is most commonly used to monitor treatment response and disease progression in diagnosed patients rather than as a standalone screening tool, as elevated levels can also occur in several non-cancerous conditions.",,,37,,"Pancreatic cancer, bile duct cancer, colorectal cancer, stomach cancer, liver disease, pancreatitis, and bile duct obstruction can all raise CA 19-9 levels, while healthy individuals with no underlying malignancy or inflammatory condition will typically have levels within the normal low range.","Pancreatic cancer, bile duct cancer, colorectal cancer, stomach cancer, liver disease, pancreatitis, and bile duct obstruction can all raise CA 19-9 levels, while healthy individuals with no underlying malignancy or inflammatory condition will typically have levels within the normal low range.","Persistently and significantly elevated CA 19-9 raises concern for an underlying malignancy or serious biliary and pancreatic condition that requires prompt medical investigation, whereas normal or low levels in a monitored patient generally indicate stable disease or a positive response to ongoing treatment.","Persistently and significantly elevated CA 19-9 raises concern for an underlying malignancy or serious biliary and pancreatic condition that requires prompt medical investigation, whereas normal or low levels in a monitored patient generally indicate stable disease or a positive response to ongoing treatment.",Normal or low CA 19-9 is a reassuring finding — continue routine health monitoring and cancer screening as recommended by your doctor based on individual age and risk factors.,"Consult a doctor promptly for further imaging and diagnostic evaluation to identify the source of elevation, particularly if accompanied by other symptoms such as abdominal pain, unexplained weight loss, or jaundice that may suggest an underlying malignancy.",test,,,FALSE,
116,CA 15.3,,TRUE,,ca_15.3,U/ml,"CA 15-3 is a protein shed by breast cancer cells into the bloodstream and is primarily used as a tumor marker for monitoring breast cancer treatment response and detecting disease recurrence. It is not used as a standalone diagnostic tool for initial breast cancer detection, as elevated levels can also occur in certain benign breast and non-breast conditions, and is best interpreted alongside imaging and other clinical findings for a complete picture.",,,0,23.5,"Breast cancer is the primary driver of significantly elevated CA 15-3, while liver disease, lung cancer, ovarian cancer, benign breast conditions, and certain autoimmune disorders can also cause moderate elevations, whereas healthy individuals with no underlying malignancy or significant inflammatory condition will typically maintain levels within the normal low range.","Breast cancer is the primary driver of significantly elevated CA 15-3, while liver disease, lung cancer, ovarian cancer, benign breast conditions, and certain autoimmune disorders can also cause moderate elevations, whereas healthy individuals with no underlying malignancy or significant inflammatory condition will typically maintain levels within the normal low range.","Persistently and significantly elevated CA 15-3 in a breast cancer patient may indicate disease progression, treatment resistance, or recurrence that requires prompt reassessment of the treatment plan, whereas normal or declining levels generally indicate a positive response to ongoing treatment and stable disease.","Persistently and significantly elevated CA 15-3 in a breast cancer patient may indicate disease progression, treatment resistance, or recurrence that requires prompt reassessment of the treatment plan, whereas normal or declining levels generally indicate a positive response to ongoing treatment and stable disease.","Normal or low CA 15-3 is a reassuring finding — continue routine breast health monitoring, regular mammograms, and follow-up appointments as recommended by your doctor based on individual risk factors and treatment history.","Consult a doctor promptly for further evaluation including imaging and clinical assessment to determine whether elevated levels reflect disease progression or recurrence, and reassess the current treatment approach accordingly.",test,,,FALSE,
